0    	0    	0    	6.052103843525615E-5
1000 	0    	0    	6.498507300346672E-5
2000 	0    	0    	6.753046958333489E-5
3000 	0    	0    	6.777122168354688E-5
4000 	0    	0    	6.553323290382554E-5
5000 	0    	0    	6.090934261222935E-5
6000 	0    	0    	5.427039783969709E-5
7000 	0    	0    	4.6222589488948356E-5
8000 	0    	0    	3.751491713306005E-5
9000 	0    	0    	2.891555547247499E-5
10000	0    	0    	2.1086597202306858E-5
11000	0    	0    	1.4488370368374877E-5
12000	0    	0    	9.335680120526376E-6
13000	0    	0    	5.6117883173482916E-6
14000	0    	0    	3.12815614206877E-6
15000	0    	0    	1.6059677966753843E-6
16000	0    	0    	7.534144150094967E-7
17000	0    	0    	3.2007313730157547E-7
18000	0    	0    	1.2185703947127586E-7
19000	0    	0    	4.1078116176189473E-8
20000	0    	0    	1.2091983003181126E-8
21000	0    	0    	3.0587712116997437E-9
22000	0    	0    	6.526819904098757E-10
23000	0    	0    	1.1497725856794016E-10
24000	0    	0    	1.630740251597538E-11
25000	0    	0    	1.8082830197952507E-12
26000	0    	0    	1.514410817115612E-13
27000	0    	0    	9.194806320565515E-15
28000	0    	0    	3.8547412475960507E-16
29000	0    	0    	1.0525386222903004E-17
30000	0    	0    	1.7445626973641038E-19
31000	0    	0    	1.611425323813859E-21
32000	0    	0    	7.471228088356132E-24
33000	0    	0    	1.5282855965386786E-26
34000	0    	0    	1.1744903549818845E-29
35000	0    	0    	2.7694518687763487E-33
36000	0    	0    	1.5476068787999688E-37
37000	0    	0    	1.4674258251774644E-42
38000	0    	0    	1.5224807668866723E-48
39000	0    	0    	9.621516222060865E-56
40000	0    	0    	1.66926324543727E-64
41000	0    	0    	2.6268848672725094E-75
42000	0    	0    	7.748363406222835E-89
43000	0    	0    	4.2560703404942584E-106
44000	0    	0    	1.3213069169532357E-128
45000	0    	0    	9.461529311505063E-159
46000	0    	0    	1.7794585117310872E-200
47000	0    	0    	1.10199994405535E-260
48000	0    	0    	0.0
49000	0    	0    	0.0
50000	0    	0    	0.0
0    	1000 	0    	5.705460579488113E-5
1000 	1000 	0    	6.342138271201239E-5
2000 	1000 	0    	6.827065037994418E-5
3000 	1000 	0    	7.101595309168135E-5
4000 	1000 	0    	7.121981227132942E-5
5000 	1000 	0    	6.86895866641346E-5
6000 	1000 	0    	6.354229919584087E-5
7000 	1000 	0    	5.621576826936265E-5
8000 	1000 	0    	4.7414290495810096E-5
9000 	1000 	0    	3.799471732076633E-5
10000	1000 	0    	2.8817665240267622E-5
11000	1000 	0    	2.06014180835926E-5
12000	1000 	0    	1.381668757793401E-5
13000	1000 	0    	8.647334908695283E-6
14000	1000 	0    	5.020128803951962E-6
15000	1000 	0    	2.684703511924459E-6
16000	1000 	0    	1.3120669638631105E-6
17000	1000 	0    	5.805930818163913E-7
18000	1000 	0    	2.30131410492629E-7
19000	1000 	0    	8.069542667043374E-8
20000	1000 	0    	2.4671755659441807E-8
21000	1000 	0    	6.467303404173754E-9
22000	1000 	0    	1.425344801584037E-9
23000	1000 	0    	2.581519041644662E-10
24000	1000 	0    	3.740876726144729E-11
25000	1000 	0    	4.2027573738643394E-12
26000	1000 	0    	3.526583489277383E-13
27000	1000 	0    	2.1140773453608187E-14
28000	1000 	0    	8.583641798970422E-16
29000	1000 	0    	2.213315567514933E-17
